iter	Recall	Logloss
0	0.959245	0.5612588735
1	0.959245	0.460129813
2	0.96181	0.3876116141
3	0.960575	0.3277354671
4	0.959245	0.2809912123
5	0.96181	0.2447870958
6	0.96181	0.2165128443
7	0.96966	0.1935851884
8	0.964515	0.1761088107
9	0.97235	0.1598999766
10	0.97235	0.146693297
11	0.97235	0.1361545986
12	0.97235	0.1277095618
13	0.97235	0.1193299197
14	0.97235	0.1130430089
15	0.97235	0.101829307
16	0.97235	0.09254045214
17	0.97201	0.08765451611
18	0.9717	0.0825371011
19	0.974085	0.07564543851
20	0.97296	0.07165174631
21	0.989485	0.06625323031
22	0.98893	0.06382044976
23	0.98897	0.06083214624
24	0.98376	0.05892681013
25	0.974155	0.05650539945
26	0.98944	0.05262775411
27	0.98944	0.05063415615
28	0.98944	0.04729489867
29	0.993945	0.04562027173
30	0.993945	0.04296208481
31	0.993945	0.04153893796
32	0.993945	0.04052487373
33	0.993945	0.03849045944
34	0.993945	0.03733287347
35	0.993955	0.03644869876
36	0.993955	0.03533774974
37	0.99401	0.03363781613
38	0.99401	0.03219073606
39	0.99401	0.03136560104
40	0.994025	0.02991333724
41	0.99401	0.02938219608
42	0.99401	0.02866459851
43	0.99401	0.02804315191
44	0.994025	0.02685501185
45	0.994025	0.02633882652
46	0.994025	0.02529456264
47	0.994025	0.02425419486
48	0.994025	0.02394350617
49	0.994025	0.023056291
50	0.994025	0.02219208001
51	0.994025	0.02142146829
52	0.994045	0.02101149956
53	0.994055	0.02061763445
54	0.994295	0.01998730047
55	0.994295	0.01965670621
56	0.994215	0.01903957247
57	0.994215	0.01849984021
58	0.994215	0.01786884996
59	0.994215	0.01758576214
60	0.994565	0.01704125737
61	0.994485	0.01654170732
62	0.9945	0.0163070522
63	0.994495	0.01581548266
64	0.994425	0.01536251418
65	0.99694	0.01491443867
66	0.996755	0.01454434756
67	0.996755	0.01434128355
68	0.996055	0.01372261158
69	0.99586	0.01339074077
70	0.997275	0.01300805585
71	0.99727	0.01282696316
